update,overall_cos_sim,overall_policy_norm,overall_value_norm,stem_cos_sim,stem_policy_norm,stem_value_norm,blocks_0_3_cos_sim,blocks_0_3_policy_norm,blocks_0_3_value_norm,blocks_4_7_cos_sim,blocks_4_7_policy_norm,blocks_4_7_value_norm,blocks_8_11_cos_sim,blocks_8_11_policy_norm,blocks_8_11_value_norm,blocks_12_15_cos_sim,blocks_12_15_policy_norm,blocks_12_15_value_norm
1344,0.7172947525978088,1.6731901168823242,3.1043858528137207,0.8652374744415283,0.7541415095329285,1.360835075378418,0.7436356544494629,1.3298271894454956,2.409268379211426,0.5961039066314697,0.49996045231819153,1.056586503982544,0.42760181427001953,0.3367302417755127,0.7268457412719727,0.1958935558795929,0.31471842527389526,0.5797294974327087
1408,0.3562270700931549,2.2652101516723633,6.125475883483887,0.524344801902771,0.9449926018714905,2.8780643939971924,0.37900620698928833,1.8490086793899536,4.5359416007995605,0.1408115178346634,0.6797893047332764,2.161299228668213,0.13843034207820892,0.43307799100875854,1.5259499549865723,0.07462747395038605,0.41190120577812195,1.2898454666137695
1472,-0.42918115854263306,1.1548917293548584,2.1049535274505615,-0.5606694221496582,0.40785783529281616,0.8018186688423157,-0.4437294006347656,0.9432512521743774,1.6841496229171753,-0.3815467953681946,0.39013418555259705,0.8160186409950256,-0.22268909215927124,0.2569763660430908,0.46223878860473633,-0.10948517173528671,0.24384942650794983,0.2683366537094116
1536,0.7286326885223389,1.6394681930541992,1.7971272468566895,0.8080586194992065,0.5849728584289551,0.6123905181884766,0.7610364556312561,1.3552181720733643,1.4509974718093872,0.6786046028137207,0.5633565187454224,0.6811195611953735,0.5285508632659912,0.34827354550361633,0.42240121960639954,0.2612493336200714,0.2652948498725891,0.32696181535720825
1600,0.4967864155769348,1.8365683555603027,3.1051816940307617,0.6276188492774963,0.8507747650146484,1.5089133977890015,0.5033120512962341,1.4573144912719727,2.3679726123809814,0.3497409522533417,0.5306232571601868,1.0018552541732788,0.2956204116344452,0.35215941071510315,0.658928632736206,0.18389245867729187,0.34615448117256165,0.565807580947876
1664,0.6296660900115967,2.8393008708953857,4.489850044250488,0.762000322341919,1.2082267999649048,2.1971638202667236,0.6172133088111877,2.2812721729278564,3.4265787601470947,0.6181517839431763,0.9640751481056213,1.4548081159591675,0.478595495223999,0.5625180602073669,0.9521079063415527,0.1912958323955536,0.3895477056503296,0.7528657913208008
1728,0.14881205558776855,0.8595380783081055,0.6777470111846924,0.10859522968530655,0.27232301235198975,0.24208448827266693,0.1588355153799057,0.683306872844696,0.5387395620346069,0.14988799393177032,0.31325197219848633,0.250788152217865,0.1144263744354248,0.22434169054031372,0.16811807453632355,0.16096660494804382,0.22199460864067078,0.1390591710805893
1792,0.7445999383926392,3.0203897953033447,2.598447799682617,0.7993160486221313,1.4129183292388916,1.2548960447311401,0.7468385696411133,2.4081950187683105,1.9981458187103271,0.7399961352348328,0.9695819616317749,0.8974283337593079,0.6080989837646484,0.5157874226570129,0.5303223133087158,0.2082655429840088,0.34768742322921753,0.31298717856407166
1856,-0.14245930314064026,1.6157135963439941,3.5784687995910645,-0.2582649290561676,0.6722918152809143,1.7526872158050537,-0.10519888997077942,1.3178181648254395,2.7089524269104004,-0.1777859330177307,0.48493024706840515,1.2036826610565186,-0.15498173236846924,0.3145976960659027,0.7970947623252869,-0.007035613059997559,0.29627737402915955,0.5575762391090393
1920,0.2135196477174759,1.5760886669158936,2.494483232498169,0.33795925974845886,0.5893136262893677,1.1190390586853027,0.2243782877922058,1.2466751337051392,1.928105354309082,0.15090927481651306,0.5720360279083252,0.7930582761764526,0.09212563186883926,0.3769908845424652,0.5780731439590454,-0.06238769739866257,0.33648011088371277,0.5380499362945557
